A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age
5.0,6.0,6.0,5.0,5.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,3.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,5.0,1,5.0,4.0,1.0,2,2.0,39
2.0,5.0,4.0,5.0,3.0,6.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,1.0,6.0,1,5.0,5.0,1.0,1,5.0,39
3.0,4.0,4.0,6.0,3.0,4.0,6.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,5,3.0,4.0,3.0,2,1.0,42
2.0,5.0,5.0,4.0,6.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,2.0,6.0,3,5.0,5.0,2.0,1,5.0,32
1.0,5.0,5.0,6.0,5.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,5.0,6.0,4.0,3.0,4.0,5.0,,4.0,4.0,3,5.0,4.0,2.0,2,4.0,42
5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,2.0,3.0,5.0,2.0,3.0,5.0,4,4.0,5.0,3.0,2,3.0,19
2.0,4.0,4.0,5.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,5,2.0,5.0,5.0,2,5.0,62
1.0,5.0,4.0,6.0,4.0,1.0,6.0,6.0,1.0,3.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,5,1.0,4.0,5.0,2,4.0,36
1.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,2.0,2.0,6.0,6.0,5.0,1.0,5.0,2.0,2.0,6.0,4.0,2.0,6.0,1,6.0,6.0,1.0,1,1.0,18
2.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,6.0,4.0,5.0,6.0,3.0,4.0,5.0,2,5.0,6.0,2.0,2,5.0,31
4.0,6.0,5.0,6.0,4.0,6.0,4.0,5.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,1.0,2.0,1.0,6.0,4,4.0,6.0,4.0,1,3.0,24
3.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,6.0,3.0,6.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,5.0,2,6.0,2.0,2.0,2,1.0,20
3.0,4.0,4.0,2.0,6.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,6.0,2,4.0,5.0,5.0,1,4.0,30
1.0,4.0,6.0,2.0,6.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,6.0,6.0,6.0,4.0,3.0,3.0,2.0,4.0,6.0,6,5.0,6.0,2.0,2,5.0,23
1.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1,3.0,3.0,2.0,2,2.0,23
1.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,6.0,6.0,5.0,3.0,4.0,4.0,2.0,5.0,6.0,4,5.0,5.0,1.0,2,3.0,18
4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,1,4.0,5.0,2.0,2,5.0,27
1.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,3,4.0,5.0,3.0,2,4.0,24
1.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,5.0,3,4.0,5.0,2.0,2,3.0,19
1.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,2.0,4.0,1.0,4.0,3.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,3,5.0,6.0,1.0,2,3.0,39
3.0,2.0,2.0,4.0,4.0,3.0,5.0,,2.0,5.0,3.0,6.0,,1.0,4.0,2.0,3.0,2.0,5.0,2.0,6.0,3,4.0,6.0,3.0,1,4.0,51
1.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,6.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5,5.0,6.0,2.0,2,,16
2.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4,4.0,5.0,5.0,1,,16
1.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4,4.0,6.0,4.0,2,3.0,19
5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,3.0,6.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,5.0,2,6.0,6.0,5.0,1,1.0,17
1.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,,2.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,3,6.0,5.0,2.0,2,5.0,28
3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,1,5.0,6.0,1.0,2,4.0,36
2.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,6.0,2,5.0,5.0,2.0,2,4.0,31
2.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,2,5.0,2.0,4.0,1,3.0,36
1.0,4.0,2.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,1.0,6.0,1,6.0,6.0,1.0,1,5.0,31
1.0,6.0,6.0,1.0,6.0,,4.0,5.0,2.0,2.0,1.0,1.0,6.0,6.0,5.0,1.0,2.0,3.0,6.0,2.0,5.0,1,6.0,6.0,3.0,2,4.0,19
1.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,6.0,6.0,,1.0,1.0,1.0,1.0,1.0,5.0,3,6.0,3.0,2.0,1,4.0,35
4.0,1.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,4.0,1.0,3.0,6.0,6.0,6.0,5.0,6.0,5.0,1,6.0,6.0,6.0,1,3.0,19
1.0,6.0,6.0,5.0,6.0,1.0,1.0,3.0,5.0,6.0,4.0,1.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,1,6.0,6.0,1.0,2,1.0,17
2.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,1.0,2.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,2,4.0,6.0,2.0,2,3.0,19
3.0,3.0,1.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,,1.0,1.0,1.0,6.0,1,6.0,6.0,2.0,2,,15
4.0,4.0,3.0,1.0,3.0,5.0,5.0,6.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,3,4.0,5.0,2.0,2,1.0,18
2.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,2.0,5,3.0,6.0,4.0,2,1.0,14
5.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,6.0,5.0,5.0,6.0,1.0,5.0,6,2.0,6.0,4.0,2,,14
3.0,4.0,2.0,2.0,3.0,3.0,6.0,6.0,1.0,4.0,3.0,3.0,,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,4,4.0,4.0,4.0,2,5.0,28
3.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,6,3.0,5.0,4.0,2,3.0,20
4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4,4.0,4.0,4.0,2,3.0,20
4.0,6.0,4.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,,4.0,4.0,4.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,2,4.0,4.0,2.0,1,2.0,21
3.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,6.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,4,4.0,4.0,4.0,1,4.0,30
4.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,4.0,5.0,,4.0,1,6.0,4.0,2.0,1,4.0,27
1.0,6.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,6.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,5.0,2.0,6.0,1,5.0,6.0,1.0,2,5.0,37
2.0,4.0,4.0,2.0,2.0,5.0,5.0,6.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0,6.0,6.0,6.0,6.0,5.0,6.0,1,5.0,6.0,1.0,1,4.0,31
2.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,2,3.0,5.0,2.0,2,4.0,32
2.0,5.0,5.0,5.0,6.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,6.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,2,5.0,6.0,2.0,1,1.0,19
4.0,4.0,3.0,6.0,5.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3,2.0,4.0,4.0,1,3.0,42
1.0,6.0,5.0,1.0,5.0,6.0,5.0,5.0,2.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,,1,6.0,6.0,1.0,1,3.0,20
1.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,6.0,4,5.0,6.0,3.0,2,4.0,24
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2,4.0,6.0,2.0,2,5.0,27
1.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,5.0,2,5.0,6.0,2.0,1,3.0,21
2.0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,,5.0,1,5.0,4.0,3.0,2,3.0,36
4.0,2.0,1.0,1.0,2.0,6.0,5.0,6.0,2.0,4.0,6.0,6.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2,1.0,4.0,2.0,1,2.0,48
2.0,5.0,4.0,6.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,6.0,2,6.0,6.0,1.0,1,3.0,21
1.0,5.0,5.0,1.0,2.0,5.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,6.0,1,4.0,6.0,2.0,2,2.0,31
1.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,2.0,2.0,4.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,4.0,4.0,6.0,2,6.0,6.0,1.0,2,4.0,22
4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,6.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4,4.0,3.0,4.0,2,3.0,23
2.0,4.0,3.0,6.0,5.0,5.0,6.0,5.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,5,4.0,4.0,5.0,2,5.0,23
1.0,5.0,3.0,6.0,3.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,6.0,5.0,4.0,4.0,,3.0,4.0,2,3.0,4.0,2.0,1,4.0,30
1.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,6.0,1,6.0,6.0,1.0,2,5.0,35
1.0,6.0,4.0,4.0,2.0,5.0,6.0,3.0,3.0,5.0,1.0,1.0,6.0,5.0,6.0,4.0,5.0,2.0,3.0,1.0,6.0,1,6.0,6.0,1.0,2,3.0,21
1.0,4.0,4.0,4.0,5.0,2.0,1.0,3.0,6.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,3,5.0,6.0,5.0,2,3.0,22
2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,6.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3,4.0,5.0,2.0,1,5.0,28
2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,5,3.0,5.0,5.0,2,3.0,20
4.0,4.0,2.0,4.0,6.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,1,5.0,4.0,2.0,2,4.0,51
3.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,6.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3,6.0,5.0,3.0,2,2.0,19
4.0,2.0,6.0,6.0,2.0,6.0,6.0,1.0,3.0,1.0,2.0,1.0,5.0,6.0,1.0,4.0,3.0,4.0,1.0,2.0,5.0,2,4.0,5.0,3.0,2,4.0,24
1.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,6.0,2.0,2.0,2.0,2.0,4.0,6.0,1,6.0,5.0,1.0,2,5.0,45
3.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,1.0,5.0,,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2,4.0,3.0,5.0,2,1.0,21
2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,1.0,3.0,1.0,5.0,4,5.0,5.0,2.0,1,3.0,26
5.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,2,3.0,4.0,2.0,1,2.0,22
1.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,6.0,4.0,3.0,1.0,3.0,1.0,4.0,6.0,6.0,2.0,4,2.0,5.0,2.0,2,4.0,50
1.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,2,6.0,6.0,2.0,2,5.0,36
4.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,4.0,6.0,6.0,6.0,1.0,1.0,2.0,5.0,5.0,6.0,6.0,5.0,5.0,1,5.0,6.0,1.0,1,4.0,50
1.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,1,5.0,6.0,2.0,1,2.0,22
2.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,2.0,4.0,5.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,5,5.0,4.0,2.0,2,4.0,23
1.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0,2,4.0,3.0,1.0,2,1.0,15
1.0,5.0,4.0,2.0,2.0,3.0,1.0,5.0,4.0,6.0,6.0,6.0,1.0,1.0,2.0,5.0,5.0,6.0,5.0,6.0,3.0,2,4.0,6.0,4.0,2,,15
3.0,2.0,2.0,2.0,3.0,5.0,6.0,2.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,4.0,1,4.0,6.0,1.0,1,3.0,21
5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4,5.0,5.0,3.0,2,3.0,23
1.0,6.0,5.0,5.0,6.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5,4.0,5.0,4.0,2,5.0,35
2.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,3,5.0,6.0,4.0,2,5.0,33
1.0,5.0,5.0,2.0,6.0,6.0,5.0,4.0,2.0,6.0,5.0,5.0,1.0,5.0,4.0,1.0,4.0,5.0,6.0,6.0,5.0,2,4.0,6.0,2.0,2,,27
1.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,1.0,3.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,6.0,1.0,1,2.0,29
4.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,1.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,5.0,1,4.0,5.0,2.0,1,3.0,21
1.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,4,5.0,4.0,3.0,1,3.0,31
2.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,2.0,5.0,5.0,6.0,3.0,5.0,2.0,1.0,1.0,5.0,1,5.0,4.0,2.0,1,3.0,21
5.0,2.0,3.0,3.0,2.0,6.0,4.0,6.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,1,6.0,6.0,1.0,1,5.0,26
1.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,2.0,1.0,3.0,5.0,6.0,6.0,3.0,3.0,5.0,2.0,5.0,5.0,3,4.0,5.0,4.0,2,3.0,20
3.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,2.0,1.0,5.0,2.0,5.0,5.0,6.0,4.0,2.0,2.0,6.0,3,5.0,3.0,5.0,2,5.0,56
2.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,2.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4,5.0,5.0,2.0,1,5.0,3
5.0,4.0,2.0,6.0,4.0,5.0,6.0,4.0,2.0,5.0,1.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,4,4.0,5.0,5.0,1,2.0,65
2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,6.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,2,5.0,5.0,1.0,2,3.0,34
1.0,6.0,5.0,3.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1,4.0,5.0,3.0,2,4.0,29
4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,4,4.0,4.0,4.0,2,4.0,21
3.0,5.0,4.0,,6.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,6.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,4,5.0,3.0,4.0,2,2.0,32
2.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1.0,4.0,4.0,6.0,5.0,4.0,,5.0,4.0,1.0,3.0,5,2.0,2.0,2.0,1,2.0,26
2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,6.0,3.0,2.0,2.0,1.0,4.0,3.0,6.0,1.0,6.0,1,2.0,6.0,1.0,1,4.0,27
1.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,1.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,4.0,1.0,1.0,1.0,6.0,4,6.0,5.0,1.0,2,4.0,45
2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,6.0,2,4.0,5.0,2.0,1,,17
3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,3,5.0,5.0,2.0,2,3.0,20
1.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,6.0,4.0,1,5.0,6.0,2.0,2,2.0,20
4.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,1.0,4.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,1,4.0,6.0,4.0,1,4.0,43
2.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,6.0,2.0,4.0,2.0,2.0,2.0,5.0,2,3.0,5.0,1.0,2,5.0,26
1.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,1.0,2.0,2.0,4.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,1,4.0,4.0,5.0,1,4.0,55
1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,5.0,5.0,1.0,6.0,6.0,6.0,2.0,5.0,4.0,2.0,2.0,6.0,1,5.0,6.0,1.0,2,5.0,38
2.0,3.0,4.0,5.0,4.0,6.0,5.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,6.0,,4.0,5.0,1,6.0,6.0,1.0,2,4.0,32
2.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,1.0,3.0,6.0,5.0,4.0,4.0,3.0,2.0,4.0,6.0,4.0,6.0,3.0,5,2.0,6.0,1.0,2,1.0,19
2.0,5.0,6.0,5.0,5.0,,6.0,5.0,4.0,4.0,2.0,2.0,6.0,5.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,5,5.0,2.0,4.0,1,3.0,22
1.0,6.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,5.0,3,5.0,3.0,4.0,2,3.0,21
1.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,2.0,6.0,1.0,1.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,3,6.0,6.0,1.0,2,5.0,40
2.0,4.0,4.0,6.0,3.0,,6.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,5,2.0,3.0,2.0,2,4.0,19
3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,5,4.0,5.0,4.0,1,3.0,23
6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,1,6.0,6.0,1.0,1,1.0,18
2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,2,5.0,2.0,2.0,1,3.0,32
1.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,6.0,1,6.0,5.0,1.0,1,1.0,49
1.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1,5.0,4.0,2.0,2,3.0,42
1.0,5.0,6.0,5.0,6.0,1.0,1.0,2.0,6.0,6.0,2.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,1.0,6.0,1,5.0,4.0,1.0,2,,31
4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,3.0,5.0,6.0,4.0,6.0,4.0,5.0,3.0,6.0,4.0,5,5.0,5.0,5.0,2,3.0,23
1.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,1.0,6.0,1,6.0,6.0,2.0,2,5.0,30
3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3,3.0,4.0,3.0,2,1.0,24
5.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,5.0,1,2.0,5.0,3.0,1,5.0,26
4.0,6.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,6.0,5.0,2.0,2.0,2.0,1.0,3.0,6.0,4,5.0,6.0,3.0,1,3.0,21
6.0,6.0,5.0,1.0,6.0,6.0,6.0,4.0,3.0,6.0,1.0,5.0,5.0,,6.0,4.0,1.0,3.0,1.0,6.0,5.0,6,6.0,6.0,2.0,2,3.0,21
1.0,5.0,5.0,6.0,5.0,3.0,2.0,4.0,3.0,6.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,2,6.0,6.0,1.0,1,5.0,23
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4,1.0,4.0,1.0,2,2.0,61
4.0,5.0,2.0,6.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,6.0,4.0,3.0,2.0,2.0,3.0,6.0,1,5.0,3.0,1.0,1,,15
2.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,6.0,6.0,5.0,3.0,2.0,2.0,4.0,4.0,6.0,4,4.0,6.0,1.0,1,4.0,28
5.0,2.0,3.0,2.0,4.0,6.0,5.0,4.0,2.0,4.0,6.0,5.0,2.0,3.0,5.0,6.0,6.0,4.0,2.0,1.0,6.0,5,4.0,6.0,2.0,1,3.0,25
